id	ind	cr	ac	ind_ns	cr_ns	ac_ns
1017	3700662544678621192	1429801437716740006	1022907094451518840	109	5414	39146
1018	672847735396112944	672847735396112944	431712899476799614	96	5278	38828
1019	672847735396112944	672847735396112944	431712899476799614	235	5572	39008
1020	672847735396112944	672847735396112944	431712899476799614	96	5468	39070
1021	672847735396112944	672847735396112944	431712899476799614	97	5324	45750
1022	513489061223349352	513489061223349352	349936737730249876	109	5262	39929
1023	513489061223349352	433809724136967556	301146357826065076	96	5296	39321
1024	354130387050585760	354130387050585760	301146357826065076	95	5107	39016
1025	354130387050585760	154932044334631270	97974778470920800	96	5049	38833
1026	194771712877822168	194771712877822168	179873221871365738	96	5004	38575
1027	194771712877822168	75252707248249474	60348407863233022	96	4927	38134
1028	35413038705058576	35413038705058576	27025740064386808	96	4997	38116
1029	35413038705058576	35413038705058576	27025740064386808	97	4913	37910
1030	35413038705058576	35413038705058576	27025740064386808	97	4918	37803
1031	35413038705058576	35413038705058576	27025740064386808	95	4870	42796
1032	27025740064386808	27025740064386808	20514547698602146	122	4925	38751
1033	27025740064386808	22832090744050924	17946632966802946	102	5333	39441
1034	18638441423715040	18638441423715040	17946632966802946	96	4691	37818
1035	18638441423715040	8154318122875330	5389529928304858	97	4656	37584
1036	10251142783043272	10251142783043272	9809706012481600	96	4676	37364
1037	10251142783043272	3960668802539446	3519232031977774	97	4552	36950
1038	1863844142371504	1863844142371504	1532766564450250	97	4593	36926
1039	1863844142371504	1863844142371504	1532766564450250	96	4516	36670
1040	242898032477996772784	242898032477996772784	107160088102025047414	97	6188	44510
1041	242898032477996772784	242898032477996772784	107160088102025047414	96	6224	42129
1042	185369551101629116072	185369551101629116072	107160088102025047414	97	5866	41983
1043	185369551101629116072	156605310413445287716	107160088102025047414	96	6113	41073
1044	127841069725261459360	127841069725261459360	107160088102025047414	96	5866	41040
1045	127841069725261459360	84694708692985716826	20022124981040600884	96	5926	40654
1046	70312588348893802648	70312588348893802648	20022124981040600884	97	5796	40545
1047	70312588348893802648	55930468004801888470	20022124981040600884	97	5618	40244
1048	12784106972526145936	12784106972526145936	8162705421516001768	96	5598	40032
1049	12784106972526145936	12784106972526145936	8162705421516001768	96	5547	40171
1050	12784106972526145936	12784106972526145936	8162705421516001768	95	5605	40046
1051	12784106972526145936	12784106972526145936	8162705421516001768	96	5455	40113
1052	9756292163243637688	9756292163243637688	8162705421516001768	96	5525	40506
1053	9756292163243637688	8242384758602383564	5852004646010929684	95	5511	40991
1054	6728477353961129440	6728477353961129440	5852004646010929684	96	5954	41236
1055	6728477353961129440	4457616246999248254	1810749753954342898	96	5468	40326
1056	3700662544678621192	3700662544678621192	1810749753954342898	96	5305	39941
1057	3700662544678621192	2943708842357994130	1810749753954342898	97	5419	39526
1058	672847735396112944	672847735396112944	553328729766540250	95	5337	39565
1059	672847735396112944	672847735396112944	553328729766540250	97	5182	39472
1060	672847735396112944	672847735396112944	553328729766540250	96	5175	39316
1061	672847735396112944	672847735396112944	553328729766540250	96	5232	39170
1062	513489061223349352	513489061223349352	469455743359822570	97	5120	39658
1063	513489061223349352	433809724136967556	347839913070081934	96	5100	39609
1064	354130387050585760	354130387050585760	310097069187058978	97	5243	39136
1065	354130387050585760	234611381421013066	135142287172366840	96	5172	40153
1066	194771712877822168	194771712877822168	135142287172366840	146	11250	39296
1067	194771712877822168	154932044334631270	135142287172366840	121	4954	38886
1068	35413038705058576	35413038705058576	31219389384722692	107	4873	38609
1069	35413038705058576	35413038705058576	31219389384722692	102	4983	38605
1070	35413038705058576	35413038705058576	31219389384722692	109	4842	38263
1071	35413038705058576	35413038705058576	31219389384722692	108	4818	38274
1072	27025740064386808	27025740064386808	26805021679105972	109	4797	38474
1073	27025740064386808	22832090744050924	20404188505961728	96	4777	38319
1074	18638441423715040	18638441423715040	16431257570906680	111	4688	45979
1075	18638441423715040	12347967443211214	7480546209912778	124	4766	38068
1076	10251142783043272	10251142783043272	9209576616608302	103	4554	37962
1077	10251142783043272	8154318122875330	7480546209912778	108	4511	37460
1078	1863844142371504	1863844142371504	1753484949731086	96	4522	37176
1079	1863844142371504	1863844142371504	1753484949731086	107	4407	37051
1080	242898032477996772784	242898032477996772784	77548154594157967534	108	6454	41594
1081	242898032477996772784	242898032477996772784	77548154594157967534	96	6196	39266
1082	185369551101629116072	185369551101629116072	77548154594157967534	96	6043	38881
1083	185369551101629116072	156605310413445287716	77548154594157967534	96	6115	38328
1084	127841069725261459360	127841069725261459360	77548154594157967534	96	5969	37832
1085	127841069725261459360	55930468004801888470	18463602164837070364	96	5870	37936
1086	70312588348893802648	70312588348893802648	18463602164837070364	96	5830	37637
1087	70312588348893802648	41548347660709974292	18463602164837070364	96	5772	37418
1088	12784106972526145936	12784106972526145936	5681708489305509928	95	5646	37335
1089	12784106972526145936	12784106972526145936	5681708489305509928	97	5681	37400
1090	12784106972526145936	12784106972526145936	5681708489305509928	96	5665	37342
1091	12784106972526145936	12784106972526145936	5681708489305509928	97	5595	37281
1092	9756292163243637688	9756292163243637688	5681708489305509928	96	5578	37779
1093	9756292163243637688	8242384758602383564	5681708489305509928	110	5525	37443
1094	6728477353961129440	6728477353961129440	5681708489305509928	96	5544	37124
1095	6728477353961129440	2943708842357994130	1728722237312051818	96	5432	37852
1096	3700662544678621192	3700662544678621192	1728722237312051818	95	6001	37839
1097	3700662544678621192	2186755140037367068	1728722237312051818	96	5480	36649
1098	672847735396112944	672847735396112944	425195898732454930	95	5388	36464
1099	672847735396112944	672847735396112944	425195898732454930	96	5342	36473
1100	672847735396112944	672847735396112944	425195898732454930	96	5334	36483
1101	672847735396112944	672847735396112944	425195898732454930	96	5384	44027
1102	513489061223349352	513489061223349352	425195898732454930	124	5332	37170
1103	513489061223349352	433809724136967556	338876957454007210	108	5228	36985
1104	354130387050585760	354130387050585760	338876957454007210	112	5182	36465
1105	354130387050585760	154932044334631270	95418141765898444	110	5178	36095
1106	194771712877822168	194771712877822168	130825049454351520	110	5115	36050
1107	194771712877822168	115092375791440372	95418141765898444	102	5028	42335
1108	35413038705058576	35413038705058576	29012205531914332	108	4965	35570
1109	35413038705058576	35413038705058576	29012205531914332	96	4961	35357
1110	35413038705058576	35413038705058576	29012205531914332	95	4943	35500
1111	35413038705058576	35413038705058576	29012205531914332	97	4979	35279
1112	27025740064386808	27025740064386808	24475556172402412	97	4856	36468
1113	27025740064386808	22832090744050924	18074722999258168	97	4919	35828
1114	18638441423715040	18638441423715040	18074722999258168	102	4818	35743
1115	18638441423715040	8154318122875330	5371477294664014	96	4746	35295
1116	10251142783043272	10251142783043272	8982353578818022	97	4635	34826
1117	10251142783043272	6057493462707388	5371477294664014	96	4611	34482
1118	1863844142371504	1863844142371504	1753484949731086	97	4588	37780
1119	1863844142371504	1863844142371504	1753484949731086	97	4554	35837
1120	190467428074477324030300457070602126550443335176	190467428074477324030300457070602126550443335176	190467428074477324030300457070602126550443335176	164	13155	201990
1121	190467428074477324030300457070602126550443335176	190467428074477324030300457070602126550443335176	190467428074477324030300457070602126550443335176	192	12836	162366
1122	143331549409581420608660444967271297252606348188	143331549409581420608660444967271297252606348188	9779893192376360914013744007833947575401551722	166	12537	158684
1123	143331549409581420608660444967271297252606348188	143331549409581420608660444967271297252606348188	9779893192376360914013744007833947575401551722	173	12565	157115
1124	96195670744685517187020432863940467954769361200	96195670744685517187020432863940467954769361200	9779893192376360914013744007833947575401551722	160	12426	166218
1125	96195670744685517187020432863940467954769361200	96195670744685517187020432863940467954769361200	9779893192376360914013744007833947575401551722	180	12628	156913
1126	49059792079789613765380420760609638656932374212	49059792079789613765380420760609638656932374212	9779893192376360914013744007833947575401551722	161	12324	154742
1127	49059792079789613765380420760609638656932374212	49059792079789613765380420760609638656932374212	9779893192376360914013744007833947575401551722	152	12110	152812
1128	1923913414893710343740408657278809359095387224	1923913414893710343740408657278809359095387224	178140131008676883679667468266556422138461780	151	12153	152697
1129	1923913414893710343740408657278809359095387224	1923913414893710343740408657278809359095387224	178140131008676883679667468266556422138461780	152	12081	151272
1130	1923913414893710343740408657278809359095387224	1923913414893710343740408657278809359095387224	178140131008676883679667468266556422138461780	151	12291	154701
1131	1923913414893710343740408657278809359095387224	1923913414893710343740408657278809359095387224	178140131008676883679667468266556422138461780	152	12190	150925
1132	1447793428379610309178388333002740376288953012	1447793428379610309178388333002740376288953012	178140131008676883679667468266556422138461780	152	11986	151283
1133	1447793428379610309178388333002740376288953012	1447793428379610309178388333002740376288953012	178140131008676883679667468266556422138461780	152	11988	159127
1134	971673441865510274616368008726671393482518800	971673441865510274616368008726671393482518800	178140131008676883679667468266556422138461780	167	11951	159500
1135	971673441865510274616368008726671393482518800	971673441865510274616368008726671393482518800	178140131008676883679667468266556422138461780	168	12366	150723
1136	495553455351410240054347684450602410676084588	495553455351410240054347684450602410676084588	178140131008676883679667468266556422138461780	156	11999	153324
1137	495553455351410240054347684450602410676084588	495553455351410240054347684450602410676084588	178140131008676883679667468266556422138461780	152	12259	149541
1138	19433468837310205492327360174533427869650376	19433468837310205492327360174533427869650376	2600944061559194169427651740530989083564318	151	11771	153297
1139	19433468837310205492327360174533427869650376	19433468837310205492327360174533427869650376	2600944061559194169427651740530989083564318	151	11798	152099
1140	19433468837310205492327360174533427869650376	19433468837310205492327360174533427869650376	2600944061559194169427651740530989083564318	145	11635	150534
1141	19433468837310205492327360174533427869650376	19433468837310205492327360174533427869650376	2600944061559194169427651740530989083564318	152	11705	149760
1142	14624176044238487971498872050532731073625788	14624176044238487971498872050532731073625788	2600944061559194169427651740530989083564318	152	11597	153510
1143	14624176044238487971498872050532731073625788	14624176044238487971498872050532731073625788	2600944061559194169427651740530989083564318	152	11587	149558
1144	9814883251166770450670383926532034277601200	9814883251166770450670383926532034277601200	2600944061559194169427651740530989083564318	152	11410	148474
